#dates               Model               
2015-05-17T00:00:00 -5.55494442026174226612e+01
2015-05-18T00:00:00 -5.70650331227875966533e+01
2015-05-19T00:00:00 -5.64258831221030163761e+01
2015-05-20T00:00:00 -5.64331931291404345075e+01
2015-05-21T00:00:00 -5.69915741480041049272e+01
2015-05-22T00:00:00 -5.67441196684331217170e+01
2015-05-23T00:00:00 -5.57395539957210246484e+01
2015-05-24T00:00:00 -5.69267246858333137993e+01
2015-05-25T00:00:00 -5.72648102904758431464e+01
2015-05-26T00:00:00 -5.69633349209205803731e+01
2015-05-27T00:00:00 -5.81181577096442225638e+01
2015-05-28T00:00:00 -5.80207221657492553391e+01
2015-05-29T00:00:00 -5.68616164782752306905e+01
2015-05-30T00:00:00 -5.73719451154942845506e+01
2015-05-31T00:00:00 -5.95579182188986209212e+01
2015-06-01T00:00:00 -5.78217466794075960479e+01
2015-06-02T00:00:00 -5.74832594500295073203e+01
2015-06-03T00:00:00 -5.79444239881820593041e+01
2015-06-04T00:00:00 -5.97683891707877563704e+01
2015-06-05T00:00:00 -5.80462337404614103775e+01
2015-06-06T00:00:00 -5.93090129792524507479e+01
2015-06-07T00:00:00 -5.86357567548570983718e+01
2015-06-08T00:00:00 -5.90257739828627023826e+01
2015-06-09T00:00:00 -5.77665950795687166419e+01
2015-06-10T00:00:00 -5.73429554665055789542e+01
2015-06-11T00:00:00 -5.93983876038539619913e+01
2015-06-12T00:00:00 -5.80337045934255186808e+01
2015-06-13T00:00:00 -5.93107814383901299493e+01
2015-06-14T00:00:00 -5.92936648963765620124e+01
2015-06-15T00:00:00 -5.90515761434681891728e+01
2015-06-16T00:00:00 -5.97159625636273574401e+01
2015-06-17T00:00:00 -6.07705099783253785972e+01
2015-06-18T00:00:00 -6.00082938916367680804e+01
2015-06-19T00:00:00 -6.04688193098819724014e+01
2015-06-20T00:00:00 -6.09725239176352857839e+01
2015-06-21T00:00:00 -6.13714290252489078625e+01
2015-06-22T00:00:00 -6.20932141126839454159e+01
2015-06-23T00:00:00 -6.10478844279146670715e+01
2015-06-24T00:00:00 -6.03513216734315847134e+01
2015-06-25T00:00:00 -6.05910245769062640875e+01
2015-06-26T00:00:00 -5.98682187614662382202e+01
2015-06-27T00:00:00 -5.97000058625376652799e+01
2015-06-28T00:00:00 -5.91393176186606908118e+01
2015-06-29T00:00:00 -6.00380349949261287179e+01
2015-06-30T00:00:00 -5.97809032218894458310e+01
2015-07-01T00:00:00 -5.86420739540726572159e+01
2015-07-02T00:00:00 -5.92448971903269594463e+01
2015-07-03T00:00:00 -6.04611920143599022026e+01
2015-07-04T00:00:00 -5.90850348067494621773e+01
2015-07-05T00:00:00 -5.87054863694187503143e+01
2015-07-06T00:00:00 -5.99993929398584384671e+01
2015-07-07T00:00:00 -6.02520136886954347233e+01
2015-07-08T00:00:00 -5.89934974006373025190e+01
2015-07-09T00:00:00 -5.83061914982226312532e+01
2015-07-10T00:00:00 -6.10834738976557147794e+01
2015-07-11T00:00:00 -5.98996611883969123369e+01
2015-07-12T00:00:00 -6.04280908664620497461e+01
2015-07-13T00:00:00 -5.75039465368937499079e+01
2015-07-14T00:00:00 -5.91393515403799483465e+01
2015-07-15T00:00:00 -5.83058236620196836952e+01
2015-07-16T00:00:00 -5.81322768060380781208e+01
2015-07-17T00:00:00 -5.95606204695762500023e+01
2015-07-18T00:00:00 -5.93405808223855615324e+01
2015-07-19T00:00:00 -5.75144041592404846597e+01
2015-07-20T00:00:00 -5.88257099642116116911e+01
2015-07-21T00:00:00 -5.61943392639499705865e+01
2015-07-22T00:00:00 -5.59691530225205724491e+01
2015-07-23T00:00:00 -5.74569992498225019517e+01
2015-07-24T00:00:00 -5.50525781702733567613e+01
2015-07-25T00:00:00 -5.56718136007661072995e+01
2015-07-26T00:00:00 -5.58004237286792204031e+01
2015-07-27T00:00:00 -5.55832226273111160708e+01
2015-07-28T00:00:00 -5.32797782391658785173e+01
2015-07-29T00:00:00 -5.30544885248654409793e+01
2015-07-30T00:00:00 -5.55707740492681878663e+01
2015-07-31T00:00:00 -5.32034884738641409285e+01
2015-08-01T00:00:00 -5.64969325128285007054e+01
2015-08-02T00:00:00 -5.14890282936947514258e+01
2015-08-03T00:00:00 -5.46116445786146087471e+01
2015-08-04T00:00:00 -5.31348215139067789892e+01
2015-08-05T00:00:00 -5.28562390788177154377e+01
2015-08-06T00:00:00 -5.24211477308295883404e+01
2015-08-07T00:00:00 -5.04505064775557698908e+01
2015-08-08T00:00:00 -5.21822817559920082431e+01
2015-08-09T00:00:00 -5.15082762437490941920e+01
2015-08-10T00:00:00 -4.90515131615212283123e+01
2015-08-11T00:00:00 -5.05658972838707114761e+01
2015-08-12T00:00:00 -4.87833637643807449535e+01
2015-08-13T00:00:00 -4.86304265624449527650e+01
2015-08-14T00:00:00 -4.78921778126646771057e+01
2015-08-15T00:00:00 -4.94047953346552120024e+01
2015-08-16T00:00:00 -4.75978823241358171003e+01
2015-08-17T00:00:00 -4.93498112628536773627e+01
2015-08-18T00:00:00 -4.79875582293122207034e+01
2015-08-19T00:00:00 -4.76992179676161640600e+01
2015-08-20T00:00:00 -4.57031997136892016442e+01
2015-08-21T00:00:00 -4.72543202537271085362e+01
2015-08-22T00:00:00 -4.54189158466911493406e+01
2015-08-23T00:00:00 -4.51772785053609453598e+01
2015-08-24T00:00:00 -4.47261939623297024582e+01
2015-08-25T00:00:00 -4.73035514974567803392e+01
2015-08-26T00:00:00 -4.57970180782976896694e+01
2015-08-27T00:00:00 -4.19551188003497159684e+01
2015-08-28T00:00:00 -4.33136604630442363373e+01
2015-08-29T00:00:00 -4.25465727740038559546e+01
2015-08-30T00:00:00 -4.12484019008664191119e+01
2015-08-31T00:00:00 -4.14037303970662335928e+01
2015-09-01T00:00:00 -4.30519344897400770833e+01
2015-09-02T00:00:00 -4.26317860418773264541e+01
2015-09-03T00:00:00 -4.02071339256689981312e+01
2015-09-04T00:00:00 -4.18026823098450890370e+01
2015-09-05T00:00:00 -4.14282328316875307905e+01
2015-09-06T00:00:00 -4.16468425416448155829e+01
2015-09-07T00:00:00 -3.93234367763237742111e+01
2015-09-08T00:00:00 -3.83503329098088912019e+01
2015-09-09T00:00:00 -3.99919948657719288576e+01
2015-09-10T00:00:00 -3.81014113056326806372e+01
2015-09-11T00:00:00 -3.88407127213792264797e+01
2015-09-12T00:00:00 -3.98381679939737409768e+01
2015-09-13T00:00:00 -3.87304707847404259269e+01
2015-09-14T00:00:00 -3.82761306620443377824e+01
2015-09-15T00:00:00 -3.90787637673745038569e+01
2015-09-16T00:00:00 -3.74186122638217852909e+01
2015-09-17T00:00:00 -3.65676694082064202007e+01
2015-09-18T00:00:00 -3.70955750974231222017e+01
2015-09-19T00:00:00 -3.82821843991924524175e+01
2015-09-20T00:00:00 -3.66159676735430750227e+01
2015-09-21T00:00:00 -3.73254648565307363128e+01
2015-09-22T00:00:00 -3.64357885457849519639e+01
2015-09-23T00:00:00 -3.69187080097076574248e+01
2015-09-24T00:00:00 -3.55430737316017442140e+01
2015-09-25T00:00:00 -3.66758662750446333689e+01
2015-09-26T00:00:00 -3.52784506548348346655e+01
2015-09-27T00:00:00 -3.70032972303548888249e+01
2015-09-28T00:00:00 -3.46505661572599024112e+01
2015-09-29T00:00:00 -3.84276171660398802032e+01
2015-09-30T00:00:00 -3.72050772395334519160e+01
2015-10-01T00:00:00 -3.54366023473062128346e+01
2015-10-02T00:00:00 -3.47800363714385483149e+01
2015-10-03T00:00:00 -3.61196750679185427657e+01
2015-10-04T00:00:00 -3.64260298636487860335e+01
2015-10-05T00:00:00 -3.50660378482288948021e+01
2015-10-06T00:00:00 -3.74290478091378489012e+01
2015-10-07T00:00:00 -3.59463875663583323217e+01
2015-10-08T00:00:00 -3.73532089429425582239e+01
2015-10-09T00:00:00 -3.54245706875759438503e+01
2015-10-10T00:00:00 -3.49798712800505882115e+01
2015-10-11T00:00:00 -3.73961962205002294013e+01
2015-10-12T00:00:00 -3.76634990364206458935e+01
2015-10-13T00:00:00 -3.64319941812887364563e+01
2015-10-14T00:00:00 -3.76583768555679085921e+01
2015-10-15T00:00:00 -3.55004057201497715823e+01
2015-10-16T00:00:00 -3.68729420122135209681e+01
2015-10-17T00:00:00 -3.70198010781174318140e+01
2015-10-18T00:00:00 -3.88553950404462327128e+01
2015-10-19T00:00:00 -3.82615742154768128103e+01
2015-10-20T00:00:00 -3.73802291588157302726e+01
2015-10-21T00:00:00 -3.80680565407969169200e+01
2015-10-22T00:00:00 -3.85767668340559026774e+01
2015-10-23T00:00:00 -3.84052946228784364280e+01
2015-10-24T00:00:00 -3.87716795623468399867e+01
2015-10-25T00:00:00 -3.93948919657923468662e+01
2015-10-26T00:00:00 -3.91508196779216888217e+01
2015-10-27T00:00:00 -3.82394649386736418251e+01
2015-10-28T00:00:00 -3.88067458011029060572e+01
2015-10-29T00:00:00 -4.02081525116460269942e+01
2015-10-30T00:00:00 -4.10479314856647832244e+01
2015-10-31T00:00:00 -4.34907278526023546306e+01
2015-11-01T00:00:00 -4.11847964726216630993e+01
2015-11-02T00:00:00 -4.27922149082580745016e+01
2015-11-03T00:00:00 -4.27579022673677826560e+01
2015-11-04T00:00:00 -4.33058493176469241348e+01
2015-11-05T00:00:00 -4.27552947639493865495e+01
2015-11-06T00:00:00 -4.30554163514636769605e+01
2015-11-07T00:00:00 -4.60163907218859193904e+01
2015-11-08T00:00:00 -4.31027866035388669275e+01
2015-11-09T00:00:00 -4.44947896605715129681e+01
2015-11-10T00:00:00 -4.40384011674742197329e+01
2015-11-11T00:00:00 -4.52046247760385853098e+01
2015-11-12T00:00:00 -4.60800445642289560055e+01
2015-11-13T00:00:00 -4.70267211083218654721e+01
2015-11-14T00:00:00 -4.82403043260830415306e+01
2015-11-15T00:00:00 -4.74598711817983840433e+01
2015-11-16T00:00:00 -4.73863111156900629339e+01
2015-11-17T00:00:00 -4.80244443924477906194e+01
2015-11-18T00:00:00 -4.92520173863474184373e+01
2015-11-19T00:00:00 -4.92032741776969189118e+01
2015-11-20T00:00:00 -5.03817600248700614429e+01
2015-11-21T00:00:00 -4.82020027739187284510e+01
2015-11-22T00:00:00 -4.97195108451167655517e+01
2015-11-23T00:00:00 -5.06265029966333415246e+01
2015-11-24T00:00:00 -5.26526551560565252430e+01
2015-11-25T00:00:00 -5.19856615605507457190e+01
2015-11-26T00:00:00 -5.22060509879582141934e+01
2015-11-27T00:00:00 -5.42065431801528987421e+01
2015-11-28T00:00:00 -5.28521110302357683963e+01
2015-11-29T00:00:00 -5.29565935564862826368e+01
2015-11-30T00:00:00 -5.41981733543346351212e+01
2015-12-01T00:00:00 -5.25903020625672965593e+01
2015-12-02T00:00:00 -5.42470170996259355434e+01
2015-12-03T00:00:00 -5.47894733225507977181e+01
2015-12-04T00:00:00 -5.38754517156905166075e+01
2015-12-05T00:00:00 -5.52858651772342284403e+01
2015-12-06T00:00:00 -5.59035997797836614609e+01
2015-12-07T00:00:00 -5.58364844137830473869e+01
2015-12-08T00:00:00 -5.61792359355057726589e+01
2015-12-09T00:00:00 -5.66914205235721979648e+01
2015-12-10T00:00:00 -5.80398513639085606997e+01
2015-12-11T00:00:00 -5.68898712067999596798e+01
2015-12-12T00:00:00 -5.87310069578113527200e+01
2015-12-13T00:00:00 -5.95444663656763140125e+01
2015-12-14T00:00:00 -5.99214580247070571772e+01
2015-12-15T00:00:00 -5.80794579230296008632e+01
2015-12-16T00:00:00 -6.03959243235223866009e+01
2015-12-17T00:00:00 -6.11992304095325465596e+01
2015-12-18T00:00:00 -5.95357963348394960690e+01
2015-12-19T00:00:00 -6.10789896780867564985e+01
2015-12-20T00:00:00 -6.14824898511175987892e+01
2015-12-21T00:00:00 -6.17700743986593536761e+01
2015-12-22T00:00:00 -6.13569357084761506371e+01
2015-12-23T00:00:00 -6.19039660173884911387e+01
2015-12-24T00:00:00 -6.12748201108815351290e+01
2015-12-25T00:00:00 -6.12934972775910367204e+01
2015-12-26T00:00:00 -6.20307461696374105031e+01
2015-12-27T00:00:00 -6.29191472933055848671e+01
2015-12-28T00:00:00 -6.11329181941759998153e+01
2015-12-29T00:00:00 -6.23998489776823959119e+01
2015-12-30T00:00:00 -6.26233095101774637214e+01
2015-12-31T00:00:00 -6.13136825834727616780e+01
2016-01-01T00:00:00 -1.19565794957497502082e+01
2016-01-02T00:00:00 -1.02628545035339442393e+01
2016-01-03T00:00:00 -1.13671021283318722794e+01
2016-01-04T00:00:00 -1.33362597474840995915e+01
2016-01-05T00:00:00 -1.15900833904368312233e+01
2016-01-06T00:00:00 -1.38003347857500386908e+01
2016-01-07T00:00:00 -1.21672263455872453619e+01
2016-01-08T00:00:00 -1.34532402044985843759e+01
2016-01-09T00:00:00 -1.19526364270272722479e+01
2016-01-10T00:00:00 -1.06320133878242373271e+01
2016-01-11T00:00:00 -1.23861775376456293429e+01
2016-01-12T00:00:00 -1.10058291929053666536e+01
2016-01-13T00:00:00 -1.22819053547351089151e+01
2016-01-14T00:00:00 -1.24689071178784729454e+01
2016-01-15T00:00:00 -1.21263350893070480652e+01
2016-01-16T00:00:00 -9.50695632349430752583e+00
2016-01-17T00:00:00 -1.08530699135367498798e+01
2016-01-18T00:00:00 -1.00279909302717484820e+01
2016-01-19T00:00:00 -1.08989963847238868766e+01
2016-01-20T00:00:00 -1.02467119686365322195e+01
2016-01-21T00:00:00 -9.13442140205835073630e+00
2016-01-22T00:00:00 -9.30829144395220708930e+00
2016-01-23T00:00:00 -1.05422176827165827717e+01
2016-01-24T00:00:00 -9.30414948696321886246e+00
2016-01-25T00:00:00 -8.56409958859075004511e+00
2016-01-26T00:00:00 -7.01662324634946799051e+00
2016-01-27T00:00:00 -7.35521809519311631220e+00
2016-01-28T00:00:00 -7.90940557818640144205e+00
2016-01-29T00:00:00 -5.30367554048201128580e+00
2016-01-30T00:00:00 -5.95984071302746798438e+00
2016-01-31T00:00:00 -6.89354883732612222502e+00
2016-02-01T00:00:00 -4.79725194524407072549e+00
2016-02-02T00:00:00 -4.07517009647388306348e+00
2016-02-03T00:00:00 -4.19252227870862270720e+00
2016-02-04T00:00:00 -3.65795047764500935727e+00
2016-02-05T00:00:00 -2.73502825684791162075e+00
2016-02-06T00:00:00 -2.09552793524032665573e+00
2016-02-07T00:00:00 -2.34143142697259065699e+00
2016-02-08T00:00:00 -2.78684026578881116620e+00
2016-02-09T00:00:00 -7.75544651488182523735e-01
2016-02-10T00:00:00 -9.66405842955779803560e-01
2016-02-11T00:00:00 +3.89882297159104496131e-01
2016-02-12T00:00:00 +1.97516179006289860354e+00
2016-02-13T00:00:00 +1.07643377639181636596e+00
2016-02-14T00:00:00 +2.45007594558814645325e+00
2016-02-15T00:00:00 +1.45411881099339979073e+00
2016-02-16T00:00:00 +4.22511826566690729123e+00
2016-02-17T00:00:00 +2.47947746425878534637e+00
2016-02-18T00:00:00 +5.53447097334219506592e+00
2016-02-19T00:00:00 +2.86311673925231247040e+00
2016-02-20T00:00:00 +6.36500323514311361350e+00
2016-02-21T00:00:00 +5.82733957232981936158e+00
2016-02-22T00:00:00 +4.82497228663732613541e+00
2016-02-23T00:00:00 +8.29478182567316935092e+00
2016-02-24T00:00:00 +6.60100898438888350483e+00
2016-02-25T00:00:00 +6.77605698768568487367e+00
2016-02-26T00:00:00 +8.63494814328024773431e+00
2016-02-27T00:00:00 +8.87025561459240918794e+00
2016-02-28T00:00:00 +1.08829482633549261550e+01
2016-02-29T00:00:00 +1.19857625306676354171e+01
2016-03-01T00:00:00 +1.18985319461827927512e+01
2016-03-02T00:00:00 +1.15263258903785157372e+01
2016-03-03T00:00:00 +1.45932294188185807116e+01
2016-03-04T00:00:00 +1.40420338180912480652e+01
2016-03-05T00:00:00 +1.50327491770104018087e+01
2016-03-06T00:00:00 +1.61246098296345223844e+01
2016-03-07T00:00:00 +1.45222590554573187660e+01
2016-03-08T00:00:00 +1.59676262118502947374e+01
2016-03-09T00:00:00 +1.42140760348609092034e+01
2016-03-10T00:00:00 +1.71214085025301585574e+01
2016-03-11T00:00:00 +1.98396089502858146147e+01
2016-03-12T00:00:00 +1.81168533926952726176e+01
2016-03-13T00:00:00 +1.96527378095613762810e+01
2016-03-14T00:00:00 +1.93656201434109576098e+01
2016-03-15T00:00:00 +1.99050995453245604949e+01
2016-03-16T00:00:00 +2.02467725984516455640e+01
2016-03-17T00:00:00 +2.00162069646045104321e+01
2016-03-18T00:00:00 +2.05818602197168374346e+01
2016-03-19T00:00:00 +2.41754560057934888562e+01
2016-03-20T00:00:00 +2.20880290029185744061e+01
2016-03-21T00:00:00 +2.39900106121580236618e+01
2016-03-22T00:00:00 +2.31129725745788974223e+01
2016-03-23T00:00:00 +2.35805182882752646378e+01
2016-03-24T00:00:00 +2.40592495969926822852e+01
2016-03-25T00:00:00 +2.54855457385455821395e+01
2016-03-26T00:00:00 +2.63295125328514671992e+01
2016-03-27T00:00:00 +2.54154304710288592162e+01
2016-03-28T00:00:00 +2.53711621257884658576e+01
2016-03-29T00:00:00 +2.69992925677986654875e+01
2016-03-30T00:00:00 +2.66187254721877621932e+01
2016-03-31T00:00:00 +2.68348969615084236295e+01
2016-04-01T00:00:00 +2.81284069747748119994e+01
2016-04-02T00:00:00 +2.87851900705832051131e+01
2016-04-03T00:00:00 +3.03021683486830966103e+01
2016-04-04T00:00:00 +2.83977708251140725793e+01
2016-04-05T00:00:00 +2.89998879217290159716e+01
2016-04-06T00:00:00 +2.92961397576109909835e+01
2016-04-07T00:00:00 +2.99520805515735801805e+01
2016-04-08T00:00:00 +3.13227831041083888408e+01
2016-04-09T00:00:00 +3.18952177050538487890e+01
2016-04-10T00:00:00 +3.18263687171546187926e+01
2016-04-11T00:00:00 +3.07134136760568594582e+01
2016-04-12T00:00:00 +3.25818605344023737302e+01
2016-04-13T00:00:00 +3.15413472302500430544e+01
2016-04-14T00:00:00 +3.23527886876202046551e+01
2016-04-15T00:00:00 +3.53996192862204352991e+01
2016-04-16T00:00:00 +3.37664127981715083138e+01
2016-04-17T00:00:00 +3.08457063406770579661e+01
2016-04-18T00:00:00 +3.25971359141758370015e+01
2016-04-19T00:00:00 +3.18503413602418454786e+01
2016-04-20T00:00:00 +3.23792405592949705806e+01
2016-04-21T00:00:00 +3.37123640764364296274e+01
2016-04-22T00:00:00 +3.29788080281250586268e+01
2016-04-23T00:00:00 +3.42550067473667922968e+01
2016-04-24T00:00:00 +3.44197635168465581046e+01
2016-04-25T00:00:00 +3.26104134027795851125e+01
2016-04-26T00:00:00 +3.41201725389813361744e+01
2016-04-27T00:00:00 +3.48884674288685658894e+01
2016-04-28T00:00:00 +3.33287621167461978189e+01
2016-04-29T00:00:00 +3.53962273632239003973e+01
2016-04-30T00:00:00 +3.50050053445816260478e+01
2016-05-01T00:00:00 +3.46263657254259697993e+01
2016-05-02T00:00:00 +3.34327408158028873686e+01
2016-05-03T00:00:00 +3.39428230243616937400e+01
2016-05-04T00:00:00 +3.38009118857191097618e+01
2016-05-05T00:00:00 +3.34553983788291873225e+01
2016-05-06T00:00:00 +3.51115192221991776478e+01
2016-05-07T00:00:00 +3.40709512951004711567e+01
2016-05-08T00:00:00 +3.44520719830724573285e+01
2016-05-09T00:00:00 +3.34940353304509272903e+01
2016-05-10T00:00:00 +3.31181840550064805484e+01
2016-05-11T00:00:00 +3.44281707922745212613e+01
2016-05-12T00:00:00 +3.35978691138694358642e+01
2016-05-13T00:00:00 +3.48892445738159651114e+01
2016-05-14T00:00:00 +3.45831306767851458517e+01
2016-05-15T00:00:00 +3.40104062826664446106e+01
2016-05-16T00:00:00 +3.32756489122480800802e+01
2016-05-17T00:00:00 +3.26168285172422116602e+01
2016-05-18T00:00:00 +3.44057639303948974430e+01
2016-05-19T00:00:00 +3.45146029824764610794e+01
2016-05-20T00:00:00 +3.23269226256443147349e+01
2016-05-21T00:00:00 +3.22836670279094164471e+01
2016-05-22T00:00:00 +3.25685120828386089897e+01
2016-05-23T00:00:00 +3.22554584093878276008e+01
2016-05-24T00:00:00 +3.34731643533377081212e+01
2016-05-25T00:00:00 +3.25065029476809144171e+01
2016-05-26T00:00:00 +3.27547361740350595483e+01
2016-05-27T00:00:00 +3.32992215637748074641e+01
2016-05-28T00:00:00 +3.15538898563636500683e+01
2016-05-29T00:00:00 +3.09970732941106632552e+01
2016-05-30T00:00:00 +3.20426883031259066570e+01
2016-05-31T00:00:00 +3.11793033848575866784e+01
